
Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,
"EPA-HQ-OW-2018-0149","Revised Definition of “Waters of the United States” ","EPA","Rulemaking",N/A,"2040-AF75",


Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail
"Comment submitted by M. Kearns","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11419","05/16/2019","04/16/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11419
"Comment submitted by D. Christofferson","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8110","05/01/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8110
"Comment submitted by J. Mark Mills, et al., Monroe County Farm Bureau","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5359","04/25/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5359
"Comment submitted by R. Howland","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5266","04/24/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5266
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2519","03/27/2019","03/18/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/18/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2519
"Comment submitted by D.  Curry","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9457","05/07/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9457
"Comment submitted by J. Darrigrand","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3598","04/10/2019","04/05/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/05/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3598
"Comment submitted by T. Gifford","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0487","03/01/2019","02/27/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/27/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0487
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6741","04/29/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6741
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7141","05/01/2019","03/17/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/17/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7141
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7146","05/01/2019","03/17/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/17/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7146
"Comment submitted by J. Heard","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9580","05/07/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9580
"Anonymous public comment","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5429","04/25/2019","04/13/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/13/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5429
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7744","05/01/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7744
"Comment submitted by J. Fields","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3743","04/15/2019","04/06/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/06/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3743
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3959","04/15/2019","04/09/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/09/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3959
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10264","05/08/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10264
"Comment submitted by C. Gamlien-Castro","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6193","04/29/2019","04/02/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/02/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6193
"Comment submitted by George Meadows et al., Lauderdale County Farm Bureau, Tennessee","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4883","04/22/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Government Local",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4883
"Comment submitted by K. Elliott","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6294","04/29/2019","04/05/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/05/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6294
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1603","03/19/2019","03/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1603
"Comment submitted by C. Peterson","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10906","05/09/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10906
"Comment submitted by J. Pereira","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4394","04/17/2019","03/16/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/16/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4394
"Comment submitted by P. Lewis","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8950","05/04/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8950
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2597","03/29/2019","03/21/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/21/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2597
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7599","05/01/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7599
"Comment submitted by Mark Horlings, Chair of the Conservation Committee, Maricopa Audubon Society","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2076","03/25/2019","03/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2076
"Comment submitted by Scott Shelley, Branch Chief, Regional-IGR-Transit Planning, District 12, California Department of Transportation","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6872","04/29/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Government State",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6872
"Comment submitted by Patrick Herron, Executive Director, Mystic River Watershed Association","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5041","04/23/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5041
"Comment submitted by C. Hilderbrand","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10610","05/08/2019","04/08/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/08/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10610
"Comment submitted by National Cattlemen’s Beef Association (NCBA) et al.","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4673","04/18/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4673
"Comment submitted by Robin Todd, President, Maryland Ornithological Society","PUBLIC SUBMISSIONS","2",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8121","05/01/2019","04/12/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8121
"Comment submitted by T. Grant","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9039","05/04/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9039
"Comment submitted by Whitt G. Sessoms, III, President, Virginia - North Carolina Property Owners Association (VNCPOA)","PUBLIC SUBMISSIONS","2",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-2486","03/27/2019","03/25/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/25/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2486
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6808","04/29/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6808
"Comment submitted by S. E. Clark","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-11450","05/17/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11450
"Comment submitted by Major L. Clark, III, et al., Acting Chief Counsel, 
Office of Advocacy U.S. Small Business Administration","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5238","04/24/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Government Federal",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5238
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5709","04/29/2019","03/05/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/05/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5709
"Comment submitted by Brock Emmert, Watershed Institute, Inc.","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4859","04/22/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4859
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8682","05/04/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8682
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-6804","04/29/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6804
"Comment submitted by Mike Hogue, President, Colorado Cattlemen’s Association (CCA)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4179","04/16/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/10/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4179
"Comment submitted by Galen Schuler, Vice President, General Counsel and Corporate Affairs, Green Diamond Resource Company (GDRCo)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4197","04/16/2019","04/10/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/10/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4197
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9349","05/07/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9349
"Comment submitted by John R. Maxted, Public Utilities, City of West Palm Beach, Florida (attachment)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-1235","03/14/2019","03/11/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,"This is the attachment to OW-2018-0149-1234","Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1235
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0649","03/06/2019","03/03/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/03/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0649
"Comment submitted by R. Germon","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-7351","05/01/2019","04/11/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/11/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7351
"Comment submitted by G. Brown","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9694","05/07/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9694
"Comment submitted by B. Flowers","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10327","05/08/2019","03/26/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/26/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10327
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-0845","03/13/2019","03/06/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/06/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0845
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-9474","05/07/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9474
"Comment submitted by J. Komoto","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10314","05/08/2019","03/12/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10314
"Comment submitted by S. Strickler","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4286","04/16/2019","04/08/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/03/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4286
"Comment submitted by J. Michael Chavarria, Governor, Santa Clara Pueblo","PUBLIC SUBMISSIONS","2",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-5100","04/23/2019","04/16/2019",N/A,N/A,N/A,N/A,N/A,"Government Tribal",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/12/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5100
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3799","04/15/2019","04/07/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/07/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3799
"Comment submitted by N. Stalik","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-3076","04/05/2019","03/26/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"03/26/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3076
"Anonymous public comment","PUBLIC SUBMISSIONS",N/A,N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-8708","05/04/2019","04/14/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/14/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8708
"Comment submitted by Parthenia B. Evans et al.  Stinson Leonard Street LLP on behalf of Kansas City Board of Public Utilities - Unified Government of Wyandotte County/Kansas City, Kansas (BPU)","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-4369","04/17/2019","04/15/2019",N/A,N/A,N/A,N/A,N/A,"Company/Organization Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"04/15/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4369
"Comment submitted by T. Kermode Sr.","PUBLIC SUBMISSIONS","1",N/A,N/A,N/A,"EPA-HQ-OW-2018-0149-10338","05/08/2019","02/26/2019",N/A,N/A,N/A,N/A,N/A,"Public Comment",N/A,N/A,"Posted",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"02/26/2019",N/A,"1",N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10338
