Docket ID,Docket Title,Agency,Docket Type,Petition Number,RIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPA-HQ-OW-2018-0149,Revised Definition of “Waters of the United States” ,EPA,Rulemaking,N/A,2040-AF75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Document Title,Document Type,Attachment Count,Submitter Last Name,Submitter First Name,Organization,Document ID,Posted Date,Received Date,Comment Start Date,Comment Due Date,Implementation Date,Effective Date,Related RINs,Document SubType,Subject,Abstract,Status,Source Citation,OMB Approval Number,FR Citation,Federal Register Number,Start End Page,Special Instructions,Legacy ID,Post Mark Date,File Type,Number Of Pages,Paper Width,Paper Length,Exhibit Type,Exhibit Location,Document Field_1,Document Field_2,Document Detail,,,
Comment submitted by D. McCullough,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6598,4/29/19,4/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/11/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6598,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3767,4/15/19,4/6/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/6/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3767,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3813,4/15/19,4/8/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3813,,,
Comment submitted by M. Wilson,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0103,2/21/19,2/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0103,,,
Comment submitted by L. Mellen,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1520,3/19/19,3/12/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1520,,,
Comment submitted by D. Anderson,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10813,5/9/19,4/8/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10813,,,
Comment submitted by L. Hartlaub,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4984,4/22/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4984,,,
Comment submitted by S. Fuges,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10177,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10177,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9037,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9037,,,
Comment submitted by K. Watson,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0492,3/1/19,2/27/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/27/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0492,,,
Comment submitted by H. Wright,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1137,3/14/19,3/8/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1137,,,
Comment submitted by R. White,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1546,3/19/19,3/11/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/4/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1546,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6174,4/29/19,3/27/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/27/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6174,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7669,5/1/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7669,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8446,5/4/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8446,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8803,5/4/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8803,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9185,5/7/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9185,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0838,3/13/19,3/6/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/6/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0838,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0819,3/13/19,3/6/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/6/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0819,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0565,3/6/19,2/28/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/28/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0565,,,
Comment submitted by E. Ramsey,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1081,3/14/19,3/4/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/26/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1081,,,
Comment submitted by J. McLeod,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10288,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10288,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1776,3/19/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1776,,,
Comment submitted by T. Griswold,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10539,5/8/19,3/13/14,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/13/14,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10539,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3094,4/5/19,3/28/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/28/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3094,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8854,5/4/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8854,,,
Comment submitted by T. Phillips,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2677,3/29/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2677,,,
Comment submitted by R. C. Roberts,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10857,5/9/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10857,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7788,5/1/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7788,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2157,3/25/19,3/16/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/16/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2157,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3528,4/10/19,4/4/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/4/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3528,,,
Comment submitted by M. Boettger,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3711,4/15/19,4/5/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/5/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3711,,,
Comment submitted by J. Greaves,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4094,4/15/19,4/10/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/10/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4094,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-8566,5/4/19,4/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-8566,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0552,3/6/19,2/26/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/26/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0552,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2219,3/27/19,3/18/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/18/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2219,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2455,3/27/19,3/19/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/19/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2455,,,
Comment submitted by J. Baker,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7552,5/1/19,4/12/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/12/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7552,,,
Comment submitted by M. Sutton-Seng,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0317,2/22/19,2/21/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/21/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0317,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10276,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10276,,,
Comment submitted by B. DenOuden,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-3099,4/5/19,3/28/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/28/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-3099,,,
Comment submitted by J. Randar,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-6021,4/29/19,3/22/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/22/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-6021,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2856,4/2/19,3/24/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2856,,,
Comment submitted by J. Adams,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4270,4/16/19,3/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/15/19,pdf,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4270,,,
Comment submitted by A. Jehlicka,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5823,4/29/19,3/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5823,,,
Comment submitted by D. Setzer,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-5023,4/22/19,4/16/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-5023,,,
Comment submitted by J. Sullivan,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1558,3/19/19,3/13/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/13/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1558,,,
Comment submitted by A. Langfor,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-4642,4/18/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-4642,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1915,3/25/19,3/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1915,,,
Comment submitted by D. Barnes,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10180,5/8/19,4/15/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10180,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-9273,5/7/19,4/14/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/14/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-9273,,,
Comment submitted by C. OBrion,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-1266,3/18/19,3/8/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-1266,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0960,3/13/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0960,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-2852,4/2/19,3/23/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-2852,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0805,3/13/19,3/6/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/6/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0805,,,
Comment submitted by L. Mews,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0266,2/22/19,2/20/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2/20/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0266,,,
Comment submitted by L. Pedersen,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10459,5/8/19,3/25/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/25/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10459,,,
Comment submitted by N. Hussey,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0784,3/8/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0784,,,
Comment submitted by G. Anderson,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-10817,5/9/19,4/8/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/8/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-10817,,,
Comment submitted by R. Christensen,PUBLIC SUBMISSIONS,1,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-11367,5/15/19,4/22/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/15/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-11367,,,
Anonymous public comment,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-0904,3/13/19,3/7/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3/7/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-0904,,,
Comment submitted by E. Leather,PUBLIC SUBMISSIONS,N/A,N/A,N/A,N/A,EPA-HQ-OW-2018-0149-7203,5/1/19,4/1/19,N/A,N/A,N/A,N/A,N/A,Public Comment,N/A,N/A,Posted,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4/1/19,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,https://www.regulations.gov/document?D=EPA-HQ-OW-2018-0149-7203,,,
